title;author;format;categories;cover_url;description;slug
Deutschland;Andrea Weller-Essers;Buch, Braille;Freundschaft & Familie, Gemeinschaft;https://m.media-amazon.com/images/I/61wQMu6d2lL._SX342_SY445_ControlCacheEqualizer_.jpg;In Deutschland gibt es eine Menge zu entdecken! So kommen hier rund 48 000 verschiedene Wildtiere und unzählige Pflanzenarten vor. Manche sind in den Bergen zu Hause, andere wohnen in den Flüssen, Seen oder Wäldern, auf den Wiesen oder im Wattenmeer. Denn auch die Landschaften sind hier vielfältig – genauso wie die Städte und Dörfer, in denen die Menschen leben. Kein Wunder: Denn die Bundesrepublik Deutschland ist zwar noch keine 100 Jahre alt. Aber ihre Geschichte reicht über 1500 Jahre zurück. Die Spuren ihrer bewegten Vergangenheit kann man an vielen Orten erkunden: Heute ist Deutschland eine lebendige, bunte Demokratie und für viele Länder in der Welt ein verlässlicher Partner: nicht nur in der Wirtschaft, sondern auch beim Klimaschutz oder im Einsatz für eine friedlichere Welt. Was glaubst du: Was ist der mit Abstand beliebteste Sportart in Deutschland? Seit wann ist Deutschland demokratisch? Wie wird das Land regiert? Und welche großen Erfindungen wurden hier gemacht? WAS IST WAS Deutschland beantwortet diese und viele weitere Kinderfragen mit ausdrucksstarken Fotos, mit einprägsamen Fakten und jeder Menge Lesespaß! Für Kinder ab 8 Jahren.;deutschland
Europa;Andrea Weller-Essers;Buch, Braille;Freundschaft & Familie, Gemeinschaft;https://m.media-amazon.com/images/I/51v1JW1POOL._SX342_SY445_ControlCacheEqualizer_.jpg;In Schottland wirft man als Sportart Baumstämme, in Bulgarien freuen sich Schulkinder über eine Sechs und Deutsch ist die zweithäufigste Muttersprache in Europa. Wir begeben uns gemeinsam auf eine spannende Reise durch einen Kontinent voller Gegensätze und entdecken majestätische Gebirge, dichte Wälder, eisige Landschaften und atemberaubende Polarlichter. Hier leben Braunbären, Murmeltiere und seltene Grottenolme. Doch nicht nur die Natur ist vielseitig, sondern auch die Menschen: In 47 Ländern werden über 200 Sprachen gesprochen und jede Region hat ihre eigenen Feste, Bräuche und Traditionen. Ein spannendes Sachbuch für Kinder ab 8 Jahren;europa
Nieder mit dem Sparschwein!;Stefan Welzk;Buch, Braille;Freundschaft & Familie, Gemeinschaft;https://m.media-amazon.com/images/I/71JHZAN9M4L._SY385_.gif;Stefan Welzk erzählt die bewegte Geschichte des Geldes ­ von chinesischen Teeziegeln und Geldäxten am Kongo über Goldrausch, Wucher und Inflation bis zu Chipkarte und Euro. Er erklärt, wie Konten, Banken und Börsen funktionieren und was es mit Aktien, Zinsen, DAX und Hypotheken auf sich hat. Er zeigt, wie man mühelos und fast unmerklich in die Schuldenfalle rutschen kann und nimmt Markenterror, Glücksspiele und Kredithaie unter die Lupe.;niedermitdemsparschwein
Plätzchen, Kekse, Cookies & Co.;Birgit Wenz;Buch, Braille;Freundschaft & Familie, Gemeinschaft;https://images.thalia.media/00/-/b82bb5f3cc2147be918a4d16b845c7cb/kinderleichte-becherkueche-plaetzchen-kekse-cookies10-tolle-keks-und-plaetzchenrezepte-co-band-3-set-mit-diversen-artikeln-birgit-wenz.jpeg;"Kinderleichte Becherküche - Plätzchen, Kekse, Cookies & Co.Wer liebt sie nicht, die kleinen, feinen, süßen Leckereien, die ruck, zuck vernascht sind. Nicht nur in der Advents- und Weihnachtszeit, sondern das ganze Jahr über sind Plätzchen und Kekse beliebt bei Groß und Klein. Mit dem Backkonzept „Kinderleichte Becherküche – Plätzchen, Kekse, Cookies & Co“ können schon Vorschulkinder selbstständig Bärenkekse, Nuss-Nougat-Taler oder Lebkuchen herstellen und die Plätzchendose füllen.";plaetzchenkeksecookiesco
Leckere Backideen für Kinder;Birgit Wenz;Buch, Braille;Freundschaft & Familie, Gemeinschaft;https://images.thalia.media/00/-/47c07c59b7744b07932c4e5c000c7666/kinderleichte-becherkueche-leckere-backideen-fuer-kinder-band-2-spiralbindung-birgit-wenz.jpeg;"Kinderleichte Becherküche - Leckere Backideen für Kinder (Band 2) Backset inkl. 3-teiliges Messbecher-Set Kinder lieben es selbst zu Backen und lecker muss es sein. Von süß bis herzhaft ist alles mit dabei in der ""Kinderleichten Becherküche - Leckere Backideen für Kinder"" Ob Cupcakes oder Pizza, Waffeln und Amerikaner - all dies können Kinder ab 3 Jahren nahezu selbstständig backen. Und wer sich an den Nuss-Nougat und die weiteren Kuchen wagt, um den ist es geschehen - ihr Kind wird es lieben.";leckerebackideenfuerkinder
Ofen-Rezepte für die ganze Familie;Birgit Wenz;Buch, Braille;Freundschaft & Familie, Gemeinschaft;https://images.thalia.media/00/-/ea8f325464a348528a2c6a78094f84bc/kinderleichte-becherkueche-ofenrezepte-fuer-die-ganze-familie-band-5-set-mit-diversen-artikeln-birgit-wenz.jpeg;"Nichts ist schöner, als wenn die ganze Familie gemeinsam am Tisch sitzt und zu Mittag isst! Noch toller wird es, wenn das Mittagessen nicht von den Erwachsenen, sondern von den Kids zubereitet wird und Mama und Papa sich verwöhnen lassen können. Das geht nicht? Doch! Mit dem Backkonzept „Kinderleichte Becherküche – Ofen-Rezepte für die ganze Familie“ ist das möglich! Ganz selbstständig können Kinder mit diesem Buch Hauptspeisen und Salate zubereiten und ein Essen für die ganze Familie zaubern.";ofenrezeptefuerdieganzefamilie
Kleine Gerichte ganz groß!;Birgit Wenz;Buch, Braille;Freundschaft & Familie, Gemeinschaft;https://images.thalia.media/00/-/9d2ec9c39c784c8f8231c7ad1c93bf89/kinderleichte-becherkueche-kleine-gerichte-ganz-gross-band-4-spiralbindung-birgit-wenz.jpeg;"Fingerfood und kleine Snacks liegen voll im Trend! Egal ob beim Kindergartenfest oder bei einer Familienfeier – Buffets, zu denen jeder Gast etwas mitbringt, sind toll und abwechslungsreich. Nun können auch schon die Kleinsten bei der Zubereitung kleiner Gerichte fleißig mithelfen oder sie sogar alleine zubereiten. Mit dem Backkonzept „Kinderleichte Becherküche - Kleine Gerichte ganz groß!“ können schon Kinder im Vorschulalter Schinkenschnecken, Mini-Quiches oder Chicken Nuggets herstellen. Das Zubereiten der Gerichte ist deshalb kinderleicht, weil Zutaten und Gewürze mit dem farbigen Messbecherset abgemessen werden und eine klar strukturierte Bild-für-Bild Anleitung durch das Rezept führt.";kleinegerichteganzgross
Gesund & Lecker;Birgit Wenz;Buch, Braille;Freundschaft & Familie, Gemeinschaft;https://images.thalia.media/00/-/1c26f41c6d174a36ab78e03248fe888c/kinderleichte-becherkueche-gesund-lecker-band-6-spiralbindung-birgit-wenz.jpeg;"Kinder lieben es, in der Küche mitzuhelfen und Speisen selbst zuzubereiten. Mit dem Becherküchen-Konzept fördern Sie nicht nur die Eigenständigkeit Ihrer Kinder, sondern unterstützen auch ihre natürliche Neugier durch die Erfolgserlebnisse beim Kochen. Mit der „Kinderleichten Becherküche – gesund & lecker“ können sogar Kinder im Vorschulalter ganz einfach leckere und nahrhafte Suppen, Salate, Dips, Pfannen- und Ofengerichte zubereiten und lernen ganz nebenbei, wie man sich gesund ernährt – ganz ohne Fast Food und Fertiggerichte.";gesundlecker
Für die Backprofis von morgen;Birgit Wenz;Buch, Braille;Freundschaft & Familie, Gemeinschaft;https://images.thalia.media/00/-/2953dc91a7a9491aa398ad607479e3eb/kinderleichte-becherkueche-fuer-die-backprofis-von-morgen-band-1-set-mit-diversen-artikeln-birgit-wenz.jpeg;"Im Kleinkind- und Vorschulalter legen wir die Grundsteine für das zukünftige Ernährungsverhalten unserer Kinder. Deshalb ist es gerade in dieser Zeit besonders wichtig, die Lebensmittelrohstoffe und die Speisenherstellung zu zeigen. Dies will die „Kinderleichte Becherküche“ fördern: mit den unterschiedlich großen und farbigen Bechern gelingt es Kindern selbstständig, die Zutaten abzumessen und einen Teig herzustellen. In einer übersichtlichen und klar strukturierten Bild-für-Bild-Anleitung wird jeder einzelne Schritt dargestellt. Somit gibt es eine „Geling-Garantie“.";fuerdiebackprofisvonmorgen
Als Ela das All eroberte;Raúl Krauthausen;Buch;Freundschaft & Familie, Gemeinschaft;https://images.thalia.media/00/-/7ceaa67ccac54ae88c2a282d958a33a4/als-ela-das-all-eroberte-gebundene-ausgabe-raul-krauthausen.jpeg;Ela ist fasziniert von Planeten, Sternen und Raketen. Ihr Traum? Als Astronautin ins Weltall fliegen! Doch irgendwie glauben nicht alle daran, dass Ela das schaffen kann. Und zwar nur, weil sie mit Rollstuhl lebt. Zum Glück sind da aber auch Elas bester Freund Ben, der sie immer unterstützt, und Onkel Micha, der Ela ermutigt, weiter an ihre Wünsche und Ziele zu glauben. Ela lernt, dass sie ihre Träume auf die eine oder andere Art verwirklichen kann – und wird. Schließlich führen viele Wege zu den Sternen!;alseladasalleroberte
Alle haben Stärken - Tous ont des points forts;Imke Brunn & Jasmina Dona;Buch;Freundschaft & Familie, Gemeinschaft;https://images.thalia.media/00/-/c309d33eda7a4a88935ca90101a364b6/alle-haben-staerken-tous-ont-des-points-forts-tredition.jpeg;In kurzen Geschichten erleben drei kleine Dinosaurierkinder die unterschiedlichsten Abenteuer und lernen ganz verschiedene andere Dinnos kennen. Dabei erfahren sie, dass vermeintliche Schwächen auch Stärken sein können und jede und jeder einen positiven Beitrag zur Gemeinschaft leisten kann. So leben die Dinos Inklusion, lernen mit Krankheiten und sogar Tod umzugehen und erleben, dass man mit gegenseitiger Untertützung vieles erreichen kann. Alle Geschichten enthalten dazu passende handgezeichnete kindgerechte Bilder. Auf jeder Seite erscheint in der ersten Hälfte der deutsche Text, im unteren Teil die dazu passende französische Übersetzung.;allehabenstaerkentousontdespointsforts
Akiko ist die Beste;Elena Delliponti & Martina Hoffman & Hellas Märchen;Buch;Freundschaft & Familie, Gemeinschaft;https://images.thalia.media/03/-/9f2c80ac43a34f2fb38ef224ed7dbc29/akiko-ist-die-beste-gebundene-ausgabe-elena-delliponti.jpeg;"„Akiko ist die Beste“ Akiko ist ein fröhliches und aufgewecktes Mädchen. Ihre Behinderung stört sie nicht. Sie liebt es zu toben und Spaß zu haben. Doch die Eltern sind besorgt: Was soll nur aus ihrer Tochter werden? Als Akiko eines Tages die Ama beobachtet, die sich mit ihren weißen Roben und den lustigen Hüten fröhlich am Meer unterhalten, wird sie neugierig und trifft eine Entscheidung ...";akikoistdiebeste
Als Anders in mein Leben rollte;Ariane Grundies & Regina Kehn;Buch;Freundschaft & Familie, Gemeinschaft;https://images.thalia.media/03/-/76037bb5461949489701ca0563fc6e1f/als-anders-in-mein-leben-rollte-gebundene-ausgabe-ariane-grundies.jpeg;In Ronjas Leben herrscht das Vollchaos, nachdem sie erfahren hat, dass sich ausgerechnet ihre überkorrekten Eltern trennen wollen. Dann kommt auch noch ein neuer Mitschüler namens Anders in die Klasse, der im Rollstuhl sitzt. Ronja hat gerade überhaupt keinen Nerv dafür, mit Anders besonders feinfühlig oder «korrekt» umzugehen und sich für ihn ein Bein auszureißen. Aber genau das mag Anders an ihr. Ronja wiederum braucht dringend jemanden an ihrer Seite, um den neuen Freund ihrer Mutter samt obernerviger Kinder zu überstehen. Und da scheint Anders genau der Richtige zu sein.;alsandersinmeinlebenrollte
Die Luxen - Lucia und die Hüter des Regenbogenschatzes;Sarwar Al-Suliman & Monika Bartl-Juschitz;Buch, Hörbuch;Freundschaft & Familie, Gemeinschaft;https://images.thalia.media/00/-/04e94fd0966b40cab2bd3c6d30290605/die-luxen-lucia-und-die-hueter-des-regenbogenschatzes-mp3-monika-bartl-juschitz.jpeg;Dieses Märchen wurde im Zeichen der heutigen Klimaveränderung geschrieben... Es war einmal vor langer Zeit, da lebten am Rande der Wildnis unbekannte Wesen, das waren die Luxen. Diese lebten in einem wunderschönen Paradies. Es war schon immer so und hat sich bis heute nicht geändert, dass die Menschen hinter dem Schatz des Regenbogens her sind. Leider haben nur wenige diesen Schatz gefunden und den wahren Sinn des Schatzes verstanden. Aber die Luxen hatten auch Feinde, das waren Upsel, Schimpsel und ein neidischer Rabe.;dieluxenluciaunddiehueterdesregenbogenschatzes
Rosarote Sora;Marcus Petersen-Clausen;Buch;Freundschaft & Familie, Gemeinschaft;https://m.media-amazon.com/images/I/51pIcSdtEzL.jpg;In Glückstadt entdecken Sora und ihre Freunde, dass viele Kinder in Armut leben und keine ausreichende Unterstützung erhalten. Entschlossen, die Situation zu verändern, starten sie eine Initiative, um Kinderrechte zu stärken und bedürftigen Kindern zu helfen. Trotz vieler Hindernisse gelingt es ihnen, die Gemeinschaft zu mobilisieren, Spenden zu sammeln und ein Hilfsprojekt zu starten, das den Kindern der Stadt eine bessere Zukunft bietet.;rosarotesora
Karten und Rudi: Karsten und die Gleichberechtigung;Marcus Petersen-Clausen;Buch;Freundschaft & Familie, Gemeinschaft;https://lesehits.de/cover/9783818754082/so-wird-politik-gemacht-karsten-rudi.webp;„Karsten und Rudi“ ist eine Sammlung packender Kindergeschichten, die Abenteuer und politische Themen kindgerecht verbinden. Karsten, ein neugieriger Junge, und Rudi, ein kluger Spatz, leben in einem kleinen Dorf in Norddeutschland. Gemeinsam entdecken sie die Welt, erleben spannende Abenteuer und setzen sich für wichtige Themen wie Gerechtigkeit, Umweltschutz und Mitbestimmung ein. Jede Geschichte vermittelt spielerisch politische Zusammenhänge, stärkt das Bewusstsein für Demokratie und regt Kinder dazu an, Fragen zu stellen und mitzugestalten. Die zweisprachige Ausgabe (Deutsch und Englisch) eignet sich perfekt zum Vorlesen, Lernen und Nachdenken – für eine neue Generation engagierter Kinder.;kartenundrudikarstenunddiegleichberechtigung
Auf Entdeckungsreise im Vielfaltsland;Sandra Gockel & Paco D'Acquarica;Buch;Freundschaft & Familie, Gemeinschaft;https://m.media-amazon.com/images/I/81w6VpGxReL._SY342_.jpg;Begleite Lieschen, Fips und die weiteren Bewohner des faszinierenden Vielfaltslandes auf ihre spannenden Abenteuer. Dieses Buch, mit vielen Zeichnungen zum Ausmalen, erzählt die Geschichte von Lieschen, ursprünglich eine süße Raupe im Wald der guten Kinder, die die Höhen und Tiefen der Verwandlung zum Schmetterling erfährt. In dieser herzerwärmenden Geschichte über Vorurteile und Inklusion begegnet Lieschen dem fröhlichen Vogel Fips, der sie dazu ermutigt, trotz einen besonderen Unterschied von Ihr, zu fliegen. Gemeinsam mit ihren Schmetterlingsfreunden beweist Lieschen, dass wahre Schönheit und Werte von innen kommen und es viel schöner ist, sich einfach so zu akzeptieren, wie man ist. Die Eltern, Erzieher und Lehrer, die dieses Buch nutzen, um Kindern wichtige Werte wie Akzeptanz, Freundschaft und Selbstvertrauen zu vermitteln, geben ihren „Kleinen“ “ ein Geschenk, das ihr ganzes Leben lang von unschätzbarem Wert sein wird: die Fähigkeit, eine inklusive und mitfühlende Welt zu gestalten.;aufentdeckungsreiseimvielfaltsland
Einfach fabelhaft: ein inklusives Fabelbuch mit Hörversion und Gebärdensprache;Anke Heitmeier & Linnea Heitmeier;Buch;Freundschaft & Familie, Gemeinschaft;https://m.media-amazon.com/images/I/51Udq1nOVdL._SY342_.jpg;Löwe, Maus, Fuchs und Ziege - in Fabeln verhalten sie sich wie Menschen und bringen uns so einiges über uns selbst bei. Mal witzig, mal spannend, mal interessant - und immer wichtig. Die Elterninitiative INKLUSION - HIER & JETZT! e.V. hat deshalb sechzehn klassische Fabeln neu erzählt, und zwar so, dass jeder sie gut verstehen kann, egal, ob mit oder ohne Behinderung. Über QR-Codes sind alle Texte mit einer Hörversion und einer Fassung in Gebärdensprache verknüpft. Einzigartig illustriert wurden die Texte mit farbenfrohen Bildern aus Hand- und Fußabdrücken, die in inklusiven Mitmachaktionen entstanden sind.;einfachfabelhafteininklusivesfabelbuchmithoerversionundgebaerdensprache
Nur 300km;Rüdiger Bertram;Buch;Freundschaft & Familie, Gemeinschaft;https://m.media-amazon.com/images/I/71XL3leEypL._AC_UY218_.jpg;"Ein Flip-Flop verändert Carls Leben. Der Schuh triff ihn am Kopf, als er in einem hässlichen Strandrolli an der Ostsee steht. Carl verbringt dort mit seiner Mutter die Sommerferien, obwohl er lieber in einem Rollstuhlskater-Camp wäre. Der Flip-Flop gehört der gleichaltrigen Fee. Sie stürmt in Carls Leben wie ein Taifun, ein Orkan, ein Tornado. Alles auf einmal. Als Fee erfährt, dass Carls Verhältnis zu seinem Vater seit seinem Unfall gestört ist, überredet sie Carl, ihn in Berlin zu besuchen … sind ja nur 300 Kilometer. Unterwegs wird Carl klar, dass Fee noch ein ganz anderes Ziel verfolgt und in eigener Mission eigentlich nur die Ex-Kanzlerin treffen will. Die kennt sein Vater, weil er früher ihr Chauffeur war. Aber da sind die beiden schon mittendrin in ihrem Rolli-Roadtrip in Richtung Hauptstadt ...";nur300km
QUASS - Jeder quakt so, wie er kann;Elke Pfesdorf;Buch;Freundschaft & Familie, Gemeinschaft;https://m.media-amazon.com/images/I/81Gip3Mz7RL._AC_UY218_.jpg;"""Quak, quak!"" Das kann doch jeder Frosch. Denkste! Einem kleinen Frosch will das Quaken einfach nicht gelingen. Es klingt anders und irgendwie falsch. Beim gemeinsamen Froschkonzert darf er deswegen nicht mitmachen. Erst soll er lernen, richtig zu quaken. Die anderen Frösche geben ihm gut gemeinte Tipps. Der kleine Frosch übt und probiert so lange, bis er völlig erschöpft ist. Ausgerechnet da taucht der gefräßige Storch auf. Der kleine Frosch rettet sich in eine Höhle am Teich. Doch der Storch gibt nicht auf und sucht mit seinem langen Schnabel die Höhle ab. Und was sind das für kugelrunde Augen in dem dunklen Versteck? Dort lauert gewiss ein Ungeheuer! Mit all seinem Mut setzt der kleine Frosch zum Quaken an... Ein Bilderbuch über Vielfalt und Anderssein, über Sprache und Sprechen, über Integration und Inklusion";quassjederquaktsowieerkann
